agreement_type,id,alt_primary,base_primary,alt_names_json,base_names_json,alt_address,base_address,city,state,alt_confidence,base_confidence
full_agreement,1125899911769450,Walmart,Walmart,"{""primary"":""Walmart""}","{""primary"":""Walmart""}",2604 N Main St,2604 N Main St,Belton,TX,0.77,0.77
full_agreement,1125899911780152,AT&T Store,AT&T Store,"{""primary"":""AT&T Store""}","{""primary"":""AT&T Store""}",6080 Roswell Rd,6080 Roswell Rd,Sandy Springs,GA,0.77,0.77
full_agreement,1125899911811999,ARCO,ARCO,"{""primary"":""ARCO""}","{""primary"":""ARCO""}",4161 Saint Rose Pkwy,4161 Saint Rose Pkwy Ste A,Henderson,NV,0.77,0.77
full_agreement,1125899911893231,Classic Plumbing Solutions,Classic Plumbing Solutions,"{""primary"":""Classic Plumbing Solutions""}","{""primary"":""Classic Plumbing Solutions""}",923 Florida St,923 Florida St,Salem,VA,0.77,0.77
full_agreement,1125899911903590,Hibbett Sports,Hibbett Sports,"{""primary"":""Hibbett Sports""}","{""primary"":""Hibbett Sports""}",2306 S Jefferson Ave Ste C,2306 S Jefferson Ave Ste C,Mt. Pleasant,TX,0.77,0.77
full_agreement,1125899912004625,Imperial Hardware Lofts Apartments,Imperial Hardware Lofts Apartments,"{""primary"":""Imperial Hardware Lofts Apartments""}","{""primary"":""Imperial Hardware Lofts Apartments""}",3750 Main St,3750 Main St,Riverside,CA,0.77,0.77
full_agreement,1125899912042890,Stewart's Shops,Stewart's Shops,"{""primary"":""Stewart's Shops""}","{""primary"":""Stewart's Shops""}",2711 Main St,2711 Main St,Lake Placid,NY,0.77,0.77
full_agreement,1125899912122595,Starbucks,Starbucks,"{""primary"":""Starbucks""}","{""primary"":""Starbucks""}",1248 E 17th St,"1248 E 17th St (17th & Grand, Santa An, A)",Santa Ana,CA,0.77,0.77
full_agreement,1125899912143279,Newport Institute,Newport Institute,"{""primary"":""Newport Institute""}","{""primary"":""Newport Institute""}",43821 Shady Crk,43821 Shady Creek,Temecula,CA,0.77,0.77
full_agreement,1125899912165072,Ira Toyota of Manchester,Ira Toyota of Manchester,"{""primary"":""Ira Toyota of Manchester""}","{""primary"":""Ira Toyota of Manchester""}",33 Auto Center Rd,33 Auto Center Rd,Manchester,NH,0.77,0.77
full_agreement,1125899912260220,Commerce Bank ATM,Commerce Bank ATM,"{""primary"":""Commerce Bank ATM""}","{""primary"":""Commerce Bank ATM""}",1020 S 5th St,1020 S 5th St,Saint Charles,MO,0.77,0.77
full_agreement,1125899912262407,Olympia Gymnastics & Cheer,Olympia Gymnastics & Cheer,"{""primary"":""Olympia Gymnastics & Cheer""}","{""primary"":""Olympia Gymnastics & Cheer""}",6925 E Sunbelt Dr,6925 E Sunbelt Dr,San Antonio,TX,0.77,0.77
full_agreement,1125899912289624,Universal Roofing & Exteriors,Universal Roofing & Exteriors,"{""primary"":""Universal Roofing & Exteriors""}","{""primary"":""Universal Roofing & Exteriors""}",5530 W 84th St,5530 W 84th St,Indianapolis,IN,0.77,0.77
full_agreement,1125899912330072,Golden State Dermatology,Golden State Dermatology,"{""primary"":""Golden State Dermatology""}","{""primary"":""Golden State Dermatology""}",1324 Nelson Ave,1324 Nelson Ave Ste B,Modesto,CA,0.77,0.77
full_agreement,1125899912405366,GreatFlorida Insurance - Peter Look Phd,GreatFlorida Insurance - Peter Look Phd,"{""primary"":""GreatFlorida Insurance - Peter Look Phd""}","{""primary"":""GreatFlorida Insurance - Peter Look Phd""}",4903 Chiquita Blvd S,4903 Chiquita Blvd S,Cape Coral,FL,0.77,0.77
full_agreement,1125899912492481,Lavinsky Law,Lavinsky Law,"{""primary"":""Lavinsky Law""}","{""primary"":""Lavinsky Law""}",12121 Wilshire Blvd,12121 Wilshire Blvd Ste 501,Los Angeles,CA,0.77,0.77
full_agreement,1125899912492752,Fastest Labs Pittsburgh,Fastest Labs Pittsburgh,"{""primary"":""Fastest Labs Pittsburgh""}","{""primary"":""Fastest Labs Pittsburgh""}",100 Fleet St,100 Fleet St Ste 103,Pittsburgh,PA,0.77,0.77
full_agreement,1125899912543916,RockItCoin Bitcoin ATM,RockItCoin Bitcoin ATM,"{""primary"":""RockItCoin Bitcoin ATM""}","{""primary"":""RockItCoin Bitcoin ATM""}",2284 Baltimore Blvd,2284 Baltimore Blvd,Finksburg,MD,0.77,0.77
full_agreement,1125899912707169,21 Petals Florist and Flower Market,21 Petals Florist and Flower Market,"{""primary"":""21 Petals Florist and Flower Market""}","{""primary"":""21 Petals Florist and Flower Market""}",1400 Teal Rd Ste 30,1400 Teal Rd Ste 30,Lafayette,IN,0.77,0.77
full_agreement,1125899912773417,CPR Cell Phone Repair Lubbock,CPR Cell Phone Repair Lubbock,"{""primary"":""CPR Cell Phone Repair Lubbock""}","{""primary"":""CPR Cell Phone Repair Lubbock""}","5152 69th St., Ste 100",5152 69th St Ste 100,Lubbock,TX,0.77,0.77
full_agreement,1125899912848443,Church Street Floor Coverings,Church Street Floor Coverings,"{""primary"":""Church Street Floor Coverings""}","{""primary"":""Church Street Floor Coverings""}",595 W Church St,595 W Church St,Newark,OH,0.77,0.77
full_agreement,1125899912956549,Digital Diagnosis Marketing,Digital Diagnosis Marketing,"{""primary"":""Digital Diagnosis Marketing""}","{""primary"":""Digital Diagnosis Marketing""}",4600 Summerlin Rd,4600 Summerlin Rd,Fort Myers,FL,0.77,0.77
full_agreement,1125899912956588,Alexandria & Company,Alexandria & Company,"{""primary"":""Alexandria & Company""}","{""primary"":""Alexandria & Company""}",121 S Royal St,121 S Royal St,Alexandria,VA,0.77,0.77
full_agreement,1125899912975946,Amara Regenerative Aesthetics,Amara Regenerative Aesthetics,"{""primary"":""Amara Regenerative Aesthetics""}","{""primary"":""Amara Regenerative Aesthetics""}",74000 Country Club Dr Ste G2,74000 Country Club Dr Ste G-2,Palm Desert,CA,0.77,0.77
full_agreement,1125899912981722,Cracker Barrel Old Country Store,Cracker Barrel Old Country Store,"{""primary"":""Cracker Barrel Old Country Store""}","{""primary"":""Cracker Barrel Old Country Store""}",213 Indian Lake Blvd,213 Indian Lake Blvd,Hendersonville,TN,0.77,0.77
full_agreement,1125899912982411,Cracker Barrel Old Country Store,Cracker Barrel Old Country Store,"{""primary"":""Cracker Barrel Old Country Store""}","{""primary"":""Cracker Barrel Old Country Store""}",1860 Winderly Ln,1860 Winderly Ln,Pickerington,OH,0.77,0.77
full_agreement,1125899913068030,Supercuts,Supercuts,"{""primary"":""Supercuts""}","{""primary"":""Supercuts""}",287 Los Altos Pkwy Unit 101,"287 LOS ALTOS PKWY, 101",SPARKS,NV,0.77,0.77
full_agreement,1125899913121350,Altima Dental Centre at First Canadian Place,Altima Dental Centre at First Canadian Place,"{""primary"":""Altima Dental Centre at First Canadian Place""}","{""primary"":""Altima Dental Centre at First Canadian Place""}","First Canadian Place-Concourse Level, 100 King Street West","100 King Street West, Unit C13",Toronto,ON,0.77,0.77
full_agreement,1125899913131782,Waterman Pool Filling Service,Waterman Pool Filling Service,"{""primary"":""Waterman Pool Filling Service""}","{""primary"":""Waterman Pool Filling Service""}",934 Stillwater Rd,934 Stillwater Rd,Stillwater,NJ,0.77,0.77
full_agreement,1125899913180289,Tidal Wave Auto Spa | Car Wash,Tidal Wave Auto Spa | Car Wash,"{""primary"":""Tidal Wave Auto Spa | Car Wash""}","{""primary"":""Tidal Wave Auto Spa | Car Wash""}",120 Front Royal Pike,120 Front Royal Pike,Winchester,VA,0.77,0.77
full_agreement,1407374883799450,Smashburger,Smashburger,"{""primary"":""Smashburger""}","{""primary"":""Smashburger""}",3707 Bloomington St,3707 Bloomington St Spc 1226,Colorado Springs,CO,0.77,0.77
full_agreement,1407374884715009,BP,BP,"{""primary"":""BP""}","{""primary"":""BP""}",S 10th St 2705,2705 S 10Th St,Manitowoc,WI,0.77,0.77
full_agreement,1407374885162570,Southgate Ford,Southgate Ford,"{""primary"":""Southgate Ford""}","{""primary"":""Southgate Ford""}",16501 Fort St,16501 Fort St,Southgate,MI,0.77,0.77
full_agreement,1407374885186381,Walmart,Walmart,"{""primary"":""Walmart""}","{""primary"":""Walmart""}",1501 Skyland Blvd E,1501 Skyland Blvd E,Tuscaloosa,AL,0.77,0.77
full_agreement,1407374885186474,Walmart,Walmart,"{""primary"":""Walmart""}","{""primary"":""Walmart""}",960 Brookway Blvd,960 Brookway Blvd,Brookhaven,MS,0.77,0.77
full_agreement,1407374885191512,Walmart,Walmart,"{""primary"":""Walmart""}","{""primary"":""Walmart""}",3313 W State Road 45,3313 W State Road 45,Bloomington,IN,0.77,0.77
full_agreement,1407374885207681,Walmart,Walmart,"{""primary"":""Walmart""}","{""primary"":""Walmart""}",55 Thomaston Commons Way,55 Thomaston Commons Way,Thomaston,ME,0.77,0.77
full_agreement,1407374885249036,Walmart,Walmart,"{""primary"":""Walmart""}","{""primary"":""Walmart""}",5260 W 7th St,5260 W 7th St,Reno,NV,0.77,0.77
full_agreement,1407374885250235,Walmart,Walmart,"{""primary"":""Walmart""}","{""primary"":""Walmart""}",1450 N 2nd E,1450 N 2nd E,Rexburg,ID,0.77,0.77
full_agreement,1407374885289070,Trader Joe's,Trader Joe's,"{""primary"":""Trader Joe's""}","{""primary"":""Trader Joe's""}",1875 S Bascom Ave,1875 S Bascom Ave,Campbell,CA,0.77,0.77
full_agreement,1407374885598016,Mister Car Wash,Mister Car Wash,"{""primary"":""Mister Car Wash""}","{""primary"":""Mister Car Wash""}",1435 W River Rd,1435 W River Rd,Tucson,AZ,0.77,0.77
full_agreement,1407374885689044,Elements Massage,Elements Massage,"{""primary"":""Elements Massage""}","{""primary"":""Elements Massage""}",1229 N University Dr,1229 N University Dr,Coral Springs,FL,0.77,0.77
full_agreement,1407374885689142,Clarkson Eyecare,Clarkson Eyecare,"{""primary"":""Clarkson Eyecare""}","{""primary"":""Clarkson Eyecare""}",3936 Vogel Rd,3936 Vogel Rd,Arnold,MO,0.77,0.77
full_agreement,1407374885690852,Clarkson Eyecare,Clarkson Eyecare,"{""primary"":""Clarkson Eyecare""}","{""primary"":""Clarkson Eyecare""}",2572 Lemay Ferry Rd,2572 Lemay Ferry Rd,Saint Louis,MO,0.77,0.77
full_agreement,1407374885792344,Andrew P Tharp FNP,Andrew P Tharp FNP,"{""primary"":""Andrew P Tharp FNP""}","{""primary"":""Andrew P Tharp FNP""}",1701 E College Ave,1701 E College Ave,Normal,IL,0.77,0.77
full_agreement,1407374886027312,Daimler Trucks Caboolture,Daimler Trucks Caboolture,"{""primary"":""Daimler Trucks Caboolture""}","{""primary"":""Daimler Trucks Caboolture""}",67 Lear Jet Drive,67 Lear Jet Drive,Caboolture,Queensland,0.77,0.77
full_agreement,1407374886203415,"Abraham C Gaupp, MD","Abraham C Gaupp, MD","{""primary"":""Abraham C Gaupp, MD""}","{""primary"":""Abraham C Gaupp, MD""}",1775 Dempster St,1775 Dempster St,Park Ridge,IL,0.77,0.77
full_agreement,1407374886265533,Larry H. Miller Chrysler Jeep Avondale,Larry H. Miller Chrysler Jeep Avondale,"{""primary"":""Larry H. Miller Chrysler Jeep Avondale""}","{""primary"":""Larry H. Miller Chrysler Jeep Avondale""}",10055 W Papago Fwy,10055 W Papago Fwy,Avondale,AZ,0.77,0.77
full_agreement,1407374886321395,Beltone Hearing Aid Center,Beltone Hearing Aid Center,"{""primary"":""Beltone Hearing Aid Center""}","{""primary"":""Beltone Hearing Aid Center""}",321 E Broadway St,321 E Broadway St,Monett,MO,0.77,0.77
full_agreement,1407374886541591,Walmart,Walmart,"{""primary"":""Walmart""}","{""primary"":""Walmart""}",4283 Carter St,4283 Carter St,Vidalia,LA,0.77,0.77
full_agreement,1407374886576079,U.S. Bank,U.S. Bank,"{""primary"":""U.S. Bank""}","{""primary"":""U.S. Bank""}",375 NW Monroe Ave,375 NW Monroe Ave,Corvallis,OR,0.77,0.77
full_agreement,1407374886990716,The Kincaid at Legacy,The Kincaid at Legacy,"{""primary"":""The Kincaid at Legacy""}","{""primary"":""The Kincaid at Legacy""}",7200 Dallas Pkwy,7200 Dallas Pkwy,Plano,TX,0.77,0.77
full_agreement,1407374887004738,Union Breast Surgery Specialists,Union Breast Surgery Specialists,"{""primary"":""Union Breast Surgery Specialists""}","{""primary"":""Union Breast Surgery Specialists""}","1550 Faulk St #2100",1550 Faulk St Ste 2100,Monroe,NC,0.77,0.77
full_agreement,1407374887121980,Body & Brain Yoga Tai Chi,Body & Brain Yoga Tai Chi,"{""primary"":""Body & Brain Yoga Tai Chi""}","{""primary"":""Body & Brain Yoga Tai Chi""}",6258 Highway 6,6258 Highway 6,Missouri City,TX,0.77,0.77
full_agreement,1407374887124455,Kootenai Health Rehabilitation Services - Riverstone,Kootenai Health Rehabilitation Services - Riverstone,"{""primary"":""Kootenai Health Rehabilitation Services - Riverstone""}","{""primary"":""Kootenai Health Rehabilitation Services - Riverstone""}",2236 N Merritt Creek Loop Suite B,2236 N Merritt Creek Loop Ste B,Coeur D'Alene,ID,0.77,0.77
full_agreement,1407374887156369,PetSmart,PetSmart,"{""primary"":""PetSmart""}","{""primary"":""PetSmart""}",2568 W Commonwealth Ave,2568 W Commonwealth Ave,Alhambra,CA,0.77,0.77
full_agreement,1407374887182048,Mancy’s Steakhouse,Mancy’s Steakhouse,"{""primary"":""Mancy’s Steakhouse""}","{""primary"":""Mancy’s Steakhouse""}",631 S Main St,631 South Main Street,Findlay,OH,0.77,0.77
full_agreement,1407374887579064,"Graig Sanders, PA-C","Graig Sanders, PA-C","{""primary"":""Graig Sanders, PA-C""}","{""primary"":""Graig Sanders, PA-C""}",1591 Boston Post Rd Ste 200,1591 Boston Post Rd Ste 200,Guilford,CT,0.77,0.77
full_agreement,1407374887982135,Extra Space Storage,Extra Space Storage,"{""primary"":""Extra Space Storage""}","{""primary"":""Extra Space Storage""}",3469 E Amity Rd,3469 E Amity Rd,Meridian,ID,0.77,0.77
full_agreement,1407374888288028,Sterling McCall Ford,Sterling McCall Ford,"{""primary"":""Sterling McCall Ford""}","{""primary"":""Sterling McCall Ford""}",6445 Southwest Fwy,6445 Southwest Fwy,Houston,TX,0.77,0.77
full_agreement,1407374888316080,One10 Beauty House,One10 Beauty House,"{""primary"":""One10 Beauty House""}","{""primary"":""One10 Beauty House""}",703 Craighead St,703 Craighead Street,Nashville,TN,0.77,0.77
full_agreement,1407374888380092,Acceptance Insurance,Acceptance Insurance,"{""primary"":""Acceptance Insurance""}","{""primary"":""Acceptance Insurance""}",4503 Socastee Blvd Ste B,4503 Socastee Blvd Ste B,Myrtle Beach,SC,0.77,0.77
full_agreement,1407374888399907,"Fiesta Ford, Inc.","Fiesta Ford, Inc.","{""primary"":""Fiesta Ford, Inc.""}","{""primary"":""Fiesta Ford, Inc.""}",990 Varner Rd 78,78990 Varner Rd,Indio,CA,0.77,0.77
full_agreement,1407374888805655,Mountain Mike's Pizza,Mountain Mike's Pizza,"{""primary"":""Mountain Mike's Pizza""}","{""primary"":""Mountain Mike's Pizza""}",2180 W Cleveland Ave,2180 W Cleveland Ave,Madera,CA,0.77,0.77
full_agreement,1407374889163341,My Classified Ads,My Classified Ads,"{""primary"":""My Classified Ads""}","{""primary"":""My Classified Ads""}",17110 Gunn Hwy,17110 Gunn Hwy,Odessa,FL,0.77,0.77
full_agreement,1407374890020083,Boots Opticians,Boots Opticians,"{""primary"":""Boots Opticians""}","{""primary"":""Boots Opticians""}",76-77 North Street,76-77 North Street,Chichester,Portsmouth,0.77,0.77
full_agreement,1407374890120053,The Burlington Apartments,The Burlington Apartments,"{""primary"":""The Burlington Apartments""}","{""primary"":""The Burlington Apartments""}",1180 Cushing Cir,1180 Cushing Cir,Saint Paul,MN,0.77,0.77
full_agreement,1407374890226468,Family Fare Supermarket,Family Fare Supermarket,"{""primary"":""Family Fare Supermarket""}","{""primary"":""Family Fare Supermarket""}",1415 Fulton St E,1415 Fulton St E,Grand Rapids,MI,0.77,0.77
full_agreement,1407374890262891,American Family Care The Grove,American Family Care The Grove,"{""primary"":""American Family Care The Grove""}","{""primary"":""American Family Care The Grove""}",5569 Grove Blvd Ste 121,5569 Grove Blvd Ste 121,Hoover,AL,0.77,0.77
full_agreement,1407374890265953,Reled,Reled,"{""primary"":""Reled""}","{""primary"":""Reled""}",Via Premuda 40,Via Premuda 40 B,Reggio Emilia,RE,0.77,0.77
full_agreement,1407374890266444,Blountsville Pharmacy,Blountsville Pharmacy,"{""primary"":""Blountsville Pharmacy""}","{""primary"":""Blountsville Pharmacy""}",69005 Main St,69005 Main St,Blountsville,AL,0.77,0.77
full_agreement,1407374890375385,Hungry Howie's Pizza,Hungry Howie's Pizza,"{""primary"":""Hungry Howie's Pizza""}","{""primary"":""Hungry Howie's Pizza""}",1844 Mcfarland Blvd,1844 Mcfarland Blvd,Northport,AL,0.77,0.77
full_agreement,1407374890547756,StorQuest Self Storage,StorQuest Self Storage,"{""primary"":""StorQuest Self Storage""}","{""primary"":""StorQuest Self Storage""}",210 Gonyo Ln,210 Gonyo Ln,Richmond,TX,0.77,0.77
full_agreement,1407374890665328,Avila at Rancho Santa Margarita,Avila at Rancho Santa Margarita,"{""primary"":""Avila at Rancho Santa Margarita""}","{""primary"":""Avila at Rancho Santa Margarita""}",22751 El Prado,22751 El Prado,Rancho Santa Margarita,CA,0.77,0.77
full_agreement,1407374890726489,Vanguard Attorneys,Vanguard Attorneys,"{""primary"":""Vanguard Attorneys""}","{""primary"":""Vanguard Attorneys""}",1220 E 5th Ave,1220 E 5th Ave,Tampa,FL,0.77,0.77
full_agreement,1407374890752008,Roto-Rooter Plumbing & Drain Services,Roto-Rooter Plumbing & Drain Services,"{""primary"":""Roto-Rooter Plumbing & Drain Services""}","{""primary"":""Roto-Rooter Plumbing & Drain Services""}",2800 Youree Dr Ste 222,"2800 Youree Dr # 222",Shreveport,LA,0.77,0.77
full_agreement,1407374890752475,Roto-Rooter Plumbing & Water Cleanup,Roto-Rooter Plumbing & Water Cleanup,"{""primary"":""Roto-Rooter Plumbing & Water Cleanup""}","{""primary"":""Roto-Rooter Plumbing & Water Cleanup""}",1070 Marina Village Pkwy Ste 202,1070 Marina Village Pkwy Ste 202,Alameda,CA,0.77,0.77
full_agreement,1407374890752553,Roto-Rooter Plumbing & Water Cleanup,Roto-Rooter Plumbing & Water Cleanup,"{""primary"":""Roto-Rooter Plumbing & Water Cleanup""}","{""primary"":""Roto-Rooter Plumbing & Water Cleanup""}",1629 Hennepin Ave Ste 300G,1629 Hennepin Ave Ste 300G,Minneapolis,MN,0.77,0.77
full_agreement,1407374890853378,Panera Bread,Panera Bread,"{""primary"":""Panera Bread""}","{""primary"":""Panera Bread""}",11069 W Lincoln Hwy,11069 W Lincoln Hwy,Frankfort,IL,0.77,0.77
full_agreement,1407374890964542,Comfort Keepers Senior Home Care,Comfort Keepers Senior Home Care,"{""primary"":""Comfort Keepers Senior Home Care""}","{""primary"":""Comfort Keepers Senior Home Care""}",830 Orange Ave Ste J2,830 Orange Ave Ste J2,Coronado,CA,0.77,0.77
full_agreement,1407374891126949,NextCare Urgent Care Gastonia,NextCare Urgent Care Gastonia,"{""primary"":""NextCare Urgent Care Gastonia""}","{""primary"":""NextCare Urgent Care Gastonia""}",3680 Robinwood Rd,3680 Robinwood Rd,Gastonia,NC,0.77,0.77
full_agreement,1407374891205101,The Mill at First Hill,The Mill at First Hill,"{""primary"":""The Mill at First Hill""}","{""primary"":""The Mill at First Hill""}",1000 8th Ave,1000 8th Ave,Seattle,WA,0.77,0.77
full_agreement,1407374891238634,Foemmel Fine Homes,Foemmel Fine Homes,"{""primary"":""Foemmel Fine Homes""}","{""primary"":""Foemmel Fine Homes""}",1 Lumber St,1 Lumber St Ste 207c,Hopkinton,MA,0.77,0.77
full_agreement,1407374891495088,Sainsbury's,Sainsbury's,"{""primary"":""Sainsbury's""}","{""primary"":""Sainsbury's""}","Unit 28, Kennedy Centre, Falls Road","Kennedy Centre, Falls Road, Unit 28",Belfast,"",0.77,0.77
full_agreement,1407374891558714,The Bristol,The Bristol,"{""primary"":""The Bristol""}","{""primary"":""The Bristol""}",926 Cleveland St,926 Cleveland St,Greenville,SC,0.77,0.77
full_agreement,1688849860348685,KFC,KFC,"{""primary"":""KFC""}","{""primary"":""KFC""}","25925 Pacific Highway S #339",25925 Pacific Highway South,Des Moines,WA,0.77,0.77
full_agreement,1688849860467549,Burger King,Burger King,"{""primary"":""Burger King""}","{""primary"":""Burger King""}",164 S Main St,164 S Main St,New City,NY,0.77,0.77
full_agreement,1688849860470200,Burger King,Burger King,"{""primary"":""Burger King""}","{""primary"":""Burger King""}",290 Main St,290 Main St,Binghamton,NY,0.77,0.77
full_agreement,1688849863228729,Manpower of Portland,Manpower of Portland,"{""primary"":""Manpower of Portland""}","{""primary"":""Manpower of Portland""}",609 N Meridian St,609 N Meridian St,Portland,IN,0.77,0.77
full_agreement,1688849863724869,Domino's Pizza - Bristol - Stoke Bishop,Domino's Pizza - Bristol - Stoke Bishop,"{""primary"":""Domino's Pizza - Bristol - Stoke Bishop""}","{""primary"":""Domino's Pizza - Bristol - Stoke Bishop""}","4 Trymwood Parade, Shirehampton Road","4 Trymwood Parade, Shirehampton Road",Bristol,"",0.77,0.77
full_agreement,1688849864302833,Norgeshus Saga Byggentreprenør,Norgeshus Saga Byggentreprenør,"{""primary"":""Norgeshus Saga Byggentreprenør""}","{""primary"":""Norgeshus Saga Byggentreprenør""}",Løkkeåsveien 22B,Løkkeåsveien 22B,Skallestad,Vestfold og Telemark,0.77,0.77
full_agreement,1688849864491436,Federal Bank,Federal Bank,"{""primary"":""Federal Bank""}","{""primary"":""Federal Bank""}","Kalladanthiyil Building, Neendoor Kallara Road, Neendoor","Kalladanthiyil Building, Kallara-Neendoor-Pravattom Rd",Kottayam,Kerala,0.77,0.77
full_agreement,1688849864825791,Wesley Willows,Wesley Willows,"{""primary"":""Wesley Willows""}","{""primary"":""Wesley Willows""}",4141 N Rockton Ave,4141 N Rockton Ave,Rockford,IL,0.77,0.77
full_agreement,1688849865754343,evyve Charging Station,evyve Charging Station,"{""primary"":""evyve Charging Station""}","{""primary"":""evyve Charging Station""}",25 Amblecote Rd,Amblecote Road,Brierley Hill,England,0.77,0.77
full_agreement,1688849865801923,Providence Queen of the Valley Medical Center Minimally Invasive Surgery,Providence Queen of the Valley Medical Center Minimally Invasive Surgery,"{""primary"":""Providence Queen of the Valley Medical Center Minimally Invasive Surgery""}","{""primary"":""Providence Queen of the Valley Medical Center Minimally Invasive Surgery""}",1000 Trancas St,1000 Trancas St,Napa,CA,0.77,0.77
full_agreement,1688849866257450,Audi Marin,Audi Marin,"{""primary"":""Audi Marin""}","{""primary"":""Audi Marin""}",700 Francisco Blvd W,700 Francisco Blvd W,San Rafael,CA,0.77,0.77
full_agreement,1970324837060551,Sherwin-Williams Paint Store,Sherwin-Williams Paint Store,"{""primary"":""Sherwin-Williams Paint Store""}","{""primary"":""Sherwin-Williams Paint Store""}",820 NE Park St,820 NE Park St,Okeechobee,FL,0.77,0.77
full_agreement,1970324837278045,Rehab Burger Therapy,Rehab Burger Therapy,"{""primary"":""Rehab Burger Therapy""}","{""primary"":""Rehab Burger Therapy""}",7210 E 2nd St,7210 E. 2nd St,Scottsdale,AZ,0.77,0.77
full_agreement,1970324838011136,Beemer & Mumma P.S.,Beemer & Mumma P.S.,"{""primary"":""Beemer & Mumma P.S.""}","{""primary"":""Beemer & Mumma P.S.""}","1710 N Washington St #100","1710 N Washington, Ste 100",Spokane,WA,0.77,0.77
full_agreement,1970324838493823,InfoBate,InfoBate,"{""primary"":""InfoBate""}","{""primary"":""InfoBate""}","750 Holiday Dr Ste 590, Foster Plaza Bldg 9","750 Holiday Dr Ste 590, Foster Plaza Bldg 9",Pittsburgh,PA,0.77,0.77
full_agreement,1970324838543680,Bargain Tree Service,Bargain Tree Service,"{""primary"":""Bargain Tree Service""}","{""primary"":""Bargain Tree Service""}",2811 Warners Rd,2811 Warners Rd,Warners,NY,0.77,0.77
full_agreement,1970324838564830,Angelo's Cleaning,Angelo's Cleaning,"{""primary"":""Angelo's Cleaning""}","{""primary"":""Angelo's Cleaning""}",312 Bridge St,312 Bridge St,Phoenixville,PA,0.77,0.77
full_agreement,1970324838595778,Benchley's Amish Furniture & Gifts,Benchley's Amish Furniture & Gifts,"{""primary"":""Benchley's Amish Furniture & Gifts""}","{""primary"":""Benchley's Amish Furniture & Gifts""}",9425 Tobacco Dr,9425 Tobacco Dr,Clare,MI,0.77,0.77
full_agreement,1970324838670427,Mequon Ace Hardware,Mequon Ace Hardware,"{""primary"":""Mequon Ace Hardware""}","{""primary"":""Mequon Ace Hardware""}",11001 N Port Washington Rd,11001 N Port Washington Rd,Mequon,WI,0.77,0.77
full_agreement,1970324838684125,Laser Clinics Australia,Laser Clinics Australia,"{""primary"":""Laser Clinics Australia""}","{""primary"":""Laser Clinics Australia""}","Shop 245, Stockland Wetherill Park, 561-583 Polding Street","Shop 245, Stockland Wetherill Park, Polding St",Wetherill Park,New South Wales,0.77,0.77
full_agreement,1970324838900665,Jimmy John's,Jimmy John's,"{""primary"":""Jimmy John's""}","{""primary"":""Jimmy John's""}",301 Central Ave NW Ste. 305,301 Central Ave NW Ste. 305,Albuquerque,NM,0.77,0.77
full_agreement,1970324838957240,Car-Mart of Corinth,Car-Mart of Corinth,"{""primary"":""Car-Mart of Corinth""}","{""primary"":""Car-Mart of Corinth""}",2402 US Highway 72 E,2402 US Highway 72 E,Corinth,MS,0.77,0.77
full_agreement,1970324839168668,Boost Mobile,Boost Mobile,"{""primary"":""Boost Mobile""}","{""primary"":""Boost Mobile""}",501 N Mt Vernon Ave,501 N Mt Vernon Ave,San Bernardino,CA,0.77,0.77
full_agreement,1970324839862623,The Brace Place,The Brace Place,"{""primary"":""The Brace Place""}","{""primary"":""The Brace Place""}",569 NE Clay Ave,569 NE Clay Ave,Bend,OR,0.77,0.77
full_agreement,1970324840304275,Southwest Nebraska Dental Center - McCook,Southwest Nebraska Dental Center - McCook,"{""primary"":""Southwest Nebraska Dental Center - McCook""}","{""primary"":""Southwest Nebraska Dental Center - McCook""}",2009 W J St,2009 W J St,McCook,NE,0.77,0.77
full_agreement,1970324840307761,Ways2Well,Ways2Well,"{""primary"":""Ways2Well""}","{""primary"":""Ways2Well""}",3831 Golf Dr,3831 Golf Dr,Houston,TX,0.77,0.77
full_agreement,1970324840661956,Atria Grapevine,Atria Grapevine,"{""primary"":""Atria Grapevine""}","{""primary"":""Atria Grapevine""}",3975 William D Tate Ave,3975 William D Tate Ave,Grapevine,TX,0.77,0.77
full_agreement,1970324842101934,DTLR,DTLR,"{""primary"":""DTLR""}","{""primary"":""DTLR""}",4640 N Southside Plaza St,4740 S E Southside Plaza,Richmond,VA,0.77,0.77
full_agreement,2251799813736265,Boca Woods Country Club,Boca Woods Country Club,"{""primary"":""Boca Woods Country Club""}","{""primary"":""Boca Woods Country Club""}",10471 Boca Woods Ln,10471 Boca Woods Ln,Boca Raton,FL,0.77,0.77
full_agreement,2251799819023206,Nordstrom Downtown Seattle,Nordstrom Downtown Seattle,"{""primary"":""Nordstrom Downtown Seattle""}","{""primary"":""Nordstrom Downtown Seattle""}",500 Pine St,500 Pine St,Seattle,WA,0.77,0.77
full_agreement,2251799819721663,Pearle Opticiens Houten,Pearle Opticiens Houten,"{""primary"":""Pearle Opticiens Houten""}","{""primary"":""Pearle Opticiens Houten""}",Het Rond 154,Het Rond 154,Houten,"",0.77,0.77
full_agreement,2251799820039754,Jaibaji Plastic Surgery,Jaibaji Plastic Surgery,"{""primary"":""Jaibaji Plastic Surgery""}","{""primary"":""Jaibaji Plastic Surgery""}",1001 B Avenue Suite 108,1001 B Ave Ste 108,Coronado,CA,0.77,0.77
