id,alt_name,base_name,alt_len,base_len,len_diff_base_minus_alt,alt_word_count,base_word_count,word_diff_base_minus_alt,alt_address,base_address,city,state,alt_category,base_category,alt_confidence,base_confidence
1407374887100674,Murphy USA,Murphy Express,10,14,4,2,2,0,4448 Sunset Blvd,4448 Sunset Blvd,Lexington,SC,convenience_store,convenience_store,0.77,0.77
08f1126d332248ed03373d1c4f03052a,Hautaustoimisto Mikko Mononen,Hautaustoimisto Mononen Mikko Oy,29,32,3,3,4,1,Liisankatu 25,Liisankatu 25,Helsinki,ES,funeral_services_and_cemeteries,Business and Professional Services > Funeral Home,0.9837452982267598,1.0
08f1ea3c4ec222d003c73c090231dece,Santuario di Santa Maria delle Grazie,Santuario Santa Maria Delle Grazie,37,34,-3,6,5,-1,"Viale delle Grazie, 10",Via Delle Grazie 10,Rimini,45,catholic_church,Community and Government > Spiritual Center > Church,0.9544061302681992,1.0
08f1ec9c434b687503fa4f27961f3e0a,Bahçeşehir Park 1 Evleri,BahçeşehirPark Evleri,24,21,-3,4,2,-2,,,,,accommodation,Community and Government > Residential Building > Apartment or Condo,0.48103896103896104,1.0
08f1f125b549141a033d8abde11f4d25,Kindel GmbH & Co. KG Blechdruckerei,Kindel GmbH & Co. Blechdruckerei,35,32,-3,6,5,-1,Wittener Straße 238,Wittener Str. 240,Wuppertal,,printing_services,Retail > Print Store,0.9544061302681992,1.0
08f1fb470dc5cd6303a4cfc2e399bd59,Garage St Nicolas,Garage Saint Nicolas,17,20,3,3,3,0,61 Rue Saint-Nicolas,61 Rue Saint-Nicolas,Maisons-Laffitte,,automotive_repair,Business and Professional Services > Automotive Service > Automotive Repair Shop,0.9467515923566879,1.0
08f2644611c0c95603831217603f38cc,Little Italy's Pizzeria,Little Italy's Pizza,23,20,-3,3,3,0,305 W Main St,110 W Main St,Staunton,IL,pizza_restaurant,Dining and Drinking > Restaurant > Pizzeria,0.9837452982267598,1.0
08f289eb6a80c0aa03adb21d855f66d3,Highway 93 RV,Highway RV,13,10,-3,3,2,-1,1345 US Highway 93 N,1345 US Highway 93 N Stop 6,Victor,MT,recreation_vehicle_repair,,0.9837452982267598,1.0
08f2b9bc7517404003d5dc9fe0857b67,Mega City Drains Plumbing & Heating,Mega City Drain & Plumbing And Heating,35,38,3,6,7,1,16 Cosburn Ave,16 Cosburn Ave,Toronto,ON,plumbing,Retail > Construction Supplies Store,0.23154848046309695,1.0
08f39440da903472032498aa261a5743,Chapas y Maderas José Mª Ribas,Chapas y Maderas José María Ribas,30,33,3,6,6,0,"Carrer de la Segarra, 30","Carrer de la Segarra, 30 Bajo",Castellar del Vallès,,construction_services,Retail > Construction Supplies Store,0.7927927927927928,1.0
08f48e5b656d2c2303257e206ee3119d,San Benito Su Ferreteria,SAN BENITO Ferretería,24,21,-3,4,3,-1,Veracruz,Veracruz,Hermosillo,,hardware_store,Retail > Hardware Store,0.28671328671328666,1.0
08f49958590226ad0369f595d21e2bef,Parroquia de Nuestra Senora de la Esperanza,Parroquia Nuestra Señora de la Esperanza,43,40,-3,7,6,-1,Avenida Popocatépetl 190,Eje 8 Sur Popocatepetl,Benito Juárez,,church_cathedral,Community and Government > Spiritual Center > Church,0.9837452982267598,1.0
08f4995b8d5a894e03e841aa316ed5a7,Ingram Micro México Sa De Cv,Ingram Micro México CEDIM,28,25,-3,6,4,-2,Privada 16 de Septiembre 175,Av. 16 de Septiembre No. 225,Azcapotzalco,CMX,professional_services,Retail > Computers and Electronics Retail > Electronics Store,0.6214335421016005,1.0
08f49b6c4449a47203ad3ec666816735,Iglesia Santiago Apóstol,Iglesia De Santiago Apostol,24,27,3,3,4,1,Callejón Porfirio Díaz 65,Centro,Santiago Pinotepa Nacional,,religious_organization,Community and Government > Spiritual Center > Church,0.9645127118644068,1.0
08fa81008c25d6b2034056ee927c5840,pizzaria nunes,Pizzaria DE,14,11,-3,2,2,0,"Avenida Morais Costa, 714",Avenida Morais Costa,São Paulo,SP,pizza_restaurant,Dining and Drinking > Restaurant > Pizzeria,0.23154848046309695,1.0
1407374888286645,Service Department Ken Garff Honda of Orem,Service Department at Ken Garff Honda of Orem,42,45,3,7,8,1,195 E University Pwy.,195 E University Pwy.,Orem,UT,auto_restoration_services,auto_restoration_services,0.77,0.77
08f1ea40447a59b2039b146d6f3ddbfe,Studio Dentistico Dr. Tonti,Studio Dentistico Dott. Tonti,27,29,2,4,4,0,"Via Baccarini, 21","Via Baccarini, 21",Schio,VI,dentist,Health and Medicine > Dentist,0.77,1.0
08f1f852314e30580373a86cedf0b53a,Médiathèque De Seltz,Médiathèque municipale,20,22,2,3,2,-1,2 Avenue du Général Schneider,2 avenue du Général Schneider,Seltz,,library,Community and Government > Library,0.9837452982267598,1.0
08f1fa37594d3d950337aa2b2f0f456e,Kreissparkasse Saarlouis - Geldautomat,Kreissparkasse Saarlouis - SB-Stelle,38,36,-2,4,4,0,Schaumbergstr. 110,Schaumbergstr. 110,Lebach,Saarland,bank_credit_union,bank_credit_union,0.77,0.77
08f1fb69595b16830343d2cc97ecf07f,SAFAK Cuisines DREUX,Safak Cuisines Cobatex,20,22,2,3,3,0,2B Chemin de Blainville,2 chemin de Blainville,Vernouillet,,furniture_store,,0.9837452982267598,1.0
08f264d112a369ae0345476d0ce832cf,St. Ann Catholic Church,St. Ann's Catholic School,23,25,2,4,4,0,5101 Charlotte Ave,5105 Charlotte,Nashville,TN,catholic_church,Community and Government > Education,0.9837452982267598,1.0
08f344ca533ad7420397c7c967bcd5c0,Club Torso Gay Hotels & Resorts,Club Torso Gay Resort & Hotel,31,29,-2,6,6,0,Avenida Touroperador Kuoni 8,Avenida Touroperador Kuoni 46,Maspalomas,Las Palmas,resort,Travel and Transportation > Lodging > Resort,0.77,1.0
08f396c2c4249a520347928006517d47,BIOCOOP Coustellet Maubec,BIOCOOP Cultures Bio Maubec,25,27,2,3,4,1,320b Route de Cavaillon,320 B route de Cavaillon,Maubec,,organic_grocery_store,Retail > Food and Beverage Retail > Grocery Store > Organic Grocery,0.9837452982267598,1.0
08f481270588895403e4355b3c793f94,Pasteles D' Súsan,Pastelería D' Susan,17,19,2,3,3,0,Calle del Parque 145,Ave Del Parque 145,Gómez Palacio,,desserts,Dining and Drinking > Dessert Shop > Pie Shop,0.9253962118283726,1.0
08f499da855b670a0351e3cfe7a96284,Tortería Mi Feo,Tortas Mi Feo,15,13,-2,3,3,0,Calzada de Guadalupe 7,Mercado Tangamanga B-14,San Luis Potosí,SLP,food_stand,Dining and Drinking > Restaurant > Mexican Restaurant,0.9467515923566879,1.0
08f6d23b1c0e0528036e8005470f0d09,Don Pancho Barber Studio,Don Pancho Barber Shop,24,22,-2,4,4,0,Francisco I. Madero 23,,San Cristóbal de las Casas,,beauty_salon,Business and Professional Services > Health and Beauty Service > Hair Salon,0.9837452982267598,1.0
08fa810c0b8162210323acfef0469761,Vanessa Brito Hair,Vanessa Brito Studio,18,20,2,3,3,0,"Rua Benjamin Constant, 61","Rua Benjamin Constant, 61 - Sala 409",São Vicente,SP,hair_salon,Business and Professional Services > Health and Beauty Service,0.9385113268608414,1.0
2251799818555093,Service King Collision Repair South Ft. Worth,Service King Collision Repair of South Ft Worth,45,47,2,7,8,1,9601 South Fwy,9601 South Fwy,Fort Worth,TX,brake_service_and_repair,brake_service_and_repair,0.77,0.77
281474980655201,"City View Plumbing, HVAC & Water Conditioning","City View Plumbing, Heating, & Air Conditioning",45,47,2,7,7,0,1880 W Wayzata Blvd,1880 W Wayzata Blvd,Long Lake,MN,hair_salon,hvac_services,0.77,0.77
08f1e880c6d2a21a03dad9931d6666c6,Black Box Bari,Black Box Store,14,15,1,3,3,0,"Via Niccolò Piccinni, 68",via Niccolò Piccinni 68,Bari,75,clothing_store,Retail > Fashion Retail > Clothing Store,0.9253962118283726,1.0
08f1e9a0521abccc033a2bb3a8fe12ee,Perrone Giuseppe,Perrone Traslochi,16,17,1,2,2,0,"Via Giovanni Aurispa, 74","Via Giovanni Aurispa, 74",Palermo,82,movers,Travel and Transportation > Transportation Service,0.9146576663452266,1.0
08f1f16052a4c36e037e498aedcad7cf,Euregio Immobilien Thorsten Deitel,Euregio Immobilien Uwe Hardt e.K.,34,33,-1,4,5,1,Bentheimer Straße 21,Bentheimer Str. 21,Schüttorf,,real_estate,Business and Professional Services > Real Estate Service > Property Management Office,0.9467515923566879,1.0
08f1f204d50c3a4a036f3e1b5e6bfa86,Kinastumper.dk,Kinastumper ApS,14,15,1,1,2,1,Ringsøvej 33C,Ringsøvej 33 C,Ryomgård,82,motorcycle_repair,Business and Professional Services > Automotive Service > Automotive Repair Shop,0.3941504178272981,1.0
08f1f9b089cf330d03b9a3ab6ad274ba,Giudice di Pace di Genova,Giudice di pace - Genova,25,24,-1,5,5,0,"Via Edmondo De Amicis, 2",Via Edmondo de Amicis 2,Genova,42,public_service_and_government,Community and Government > Government Building > Courthouse,0.9645127118644068,1.0
08f1fa905cad86140332d3765d06ced0,MC Goblins Münchberg,MC Goblins Clubhaus,20,19,-1,3,3,0,Bahnhof 2,Bahnhof 2,Münchberg,,speakeasy,Community and Government > Organization > Club House,0.28671328671328666,1.0
08f2ab2c140c5d5103992fa68fe3e10f,DaVita Cornerstone At Home,Davita Cornerstone Dialysis,26,27,1,4,3,-1,23857 Greenfield Rd,23857 Greenfield Rd.,Southfield,MI,dialysis_clinic,Health and Medicine > Medical Center,0.77,1.0
08fa8100ca28064003968b5363ce2e31,Assembleia de Deus - Casa Verde,Assembléia de Deus da Casa Verde,31,32,1,6,6,0,"Rua Valdemar Martins, 557","Rua Valdemar martins, 495",São Paulo,SP,pentecostal_church,Community and Government > Spiritual Center > Church,0.7927927927927928,1.0
562949961114758,WEISSER RING e.V. - Außenstelle Schaumburg,WEISSER RING e.V. - Außenstelle Delmenhorst,42,43,1,6,6,0,Georgswall 3,Georgswall 3,Hannover,Lower Saxony,organization,organization,0.77,0.77
08f499da81376a8e035b83643df59654,Auto Técnica Medellín,Automecanica Medellin,21,21,0,3,2,-1,Avenida Fray Diego de la Magdalena 1721,Calzada Fray Diego de la Magdalena 1721,San Luis Potosí,SLP,automotive_repair,Business and Professional Services > Automotive Service > Automotive Repair Shop,0.9146576663452266,1.0
08f60a25956e9c320304addce950be4d,Real Estate Profile1 - Local,Real Estate Profile1 - Suite,28,28,0,5,5,0,1766 Palo Verde Ave,1766 Palo Verde Ave,East Palo Alto,CA,automotive,building_supply_store,0.77,0.77
08fa90e2a5492ac0037ab3c57ff4f525,Carlos Alberto  Hair Stylist,Carlos Alberto Hair Stailyst,28,28,0,5,4,-1,,,,,beauty_and_spa,Business and Professional Services > Health and Beauty Service > Nail Salon,0.2009132420091324,1.0
1125899907047384,"Dr. Martin S. Kanovsky, MD, FACP",Dr. Martin Kanovsky MD FACC FACP,32,32,0,6,6,0,5530 Wisconsin Ave Ste 700,5530 Wisconsin Ave Ste 700,Chevy Chase,MD,cardiologist,cardiologist,0.77,0.77
281474980652319,Northwest RV & Self Storage,Northwest RV & Mini Storage,27,27,0,5,5,0,7041 N Camino Martin,7041 N Camino Martin Ste 125,Tucson,AZ,rv_storage_facility,rv_storage_facility,0.77,0.77
